# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1       2    -0.05970    -0.19747     0.57559    2.232529379   -6.577278703   -8.809808082
     1       2     0.01684    -0.12093     0.49904    3.148002892   -5.779213611   -8.927216503
     1       2     0.16992    -0.12093     0.49904    2.934926058   -5.834695251   -8.769621308
     1       2     0.24646    -0.04439     0.42250    3.502849355   -5.393872239   -8.896721594
     1       2     0.32300     0.03215     0.34596    3.658485219   -5.073535724   -8.732020943
     1       2     0.39954     0.10869     0.26942    3.269769078   -5.456074503   -8.725843581
     1       2     0.47608     0.18523     0.19288    2.902064888   -5.781295149   -8.683360038
     1       2    -0.05970    -0.35056    -0.49598    2.614097680   -6.203786961   -8.817884641
     1       2     0.01684    -0.27402    -0.57252    2.167641147   -6.719273807   -8.886914955
     1       2     0.09338    -0.19747     0.57559    2.319049705   -6.457642439   -8.776692144
     1       2    -0.36586     0.41485    -0.03674    2.945387585   -5.745487311   -8.690874896
     1       2    -0.28932     0.49139    -0.11328    2.793155152   -5.985920673   -8.779075825
     1       2     0.39954    -0.04439     0.42250    2.747970197   -5.963173982   -8.711144179
     1       2     0.47608     0.03215     0.34596    2.684887889   -6.185026730   -8.869914619
     1       2    -0.05970    -0.50364    -0.34290    2.597569728   -6.237704245   -8.835273973
     1       2     0.01684    -0.42710    -0.41944    2.618772466   -6.128163812   -8.746936278
     1       2    -0.51895     0.26177     0.11634    2.718223202   -6.049608245   -8.767831447
     1       2    -0.44240     0.33831     0.03980    2.913196268   -5.901612556   -8.814808824
     1       2    -0.28932     0.33831     0.03980    3.926914865   -4.965742304   -8.892657170
     1       2    -0.21278     0.41485    -0.03674    3.774049907   -5.139476044   -8.913525951
     1       2    -0.13624     0.49139    -0.11328    3.093272572   -5.717505775   -8.810778347
     1       2    -0.05970     0.56793    -0.18982    2.297024880   -6.515202482   -8.812227362
     1       2     0.01684    -0.58018    -0.26636    2.107725221   -6.737524728   -8.845249948
     1       2    -0.51895     0.10869     0.26942    2.706296087   -6.083847976   -8.790144062
     1       2    -0.44240     0.18523     0.19288    3.043311783   -5.678769245   -8.722081028
     1       2    -0.36586     0.26177     0.11634    3.470445534   -5.289911675   -8.760357209
     1       2    -0.21278     0.26177     0.11634    4.628879523   -4.182087732   -8.810967256
     1       2    -0.13624     0.33831     0.03980    5.061114996   -3.862725787   -8.923840783
     1       2    -0.05970     0.41485    -0.03674    4.404812566   -4.522294604   -8.927107169
     1       2     0.01684     0.49139    -0.11328    3.259048663   -5.671719961   -8.930768625
     1       2     0.09338     0.56793    -0.18982    2.359697380   -6.417487017   -8.777184397
     1       2    -0.44240     0.03215     0.34596    2.883941562   -5.935523352   -8.819464914
     1       2    -0.36586     0.10869     0.26942    3.473871939   -5.260488795   -8.734360734
     1       2    -0.28932     0.18523     0.19288    3.974166582   -4.737377233   -8.711543815
     1       2    -0.21278     0.26177     0.26942    3.401168304   -5.209181866   -8.610350170
     1       2    -0.13624     0.33831     0.19288    3.990313052   -4.913184816   -8.903497868
     1       2    -0.05970     0.41485     0.11634    4.178325419   -4.735940646   -8.914266065
     1       2     0.01684     0.49139     0.03980    3.334112438   -5.609920098   -8.944032535
     1       2     0.09338     0.56793    -0.03674    2.265939354   -6.515685168   -8.781624522
     1       2     0.16992    -0.58018    -0.11328    2.293427869   -6.474864791   -8.768292660
     1       2    -0.36586     0.10869     0.42250    2.848609070   -5.832956602   -8.681565672
     1       2    -0.28932     0.18523     0.34596    3.030329390   -5.627907173   -8.658236563
     1       2    -0.13624     0.18523     0.34596    3.988022471   -4.921054154   -8.909076625
     1       2    -0.05970     0.26177     0.26942    4.600449740   -4.389928747   -8.990378487
     1       2     0.01684     0.33831     0.19288    4.724439505   -4.296579219   -9.021018724
     1       2     0.09338     0.41485     0.11634    4.052357559   -4.861704216   -8.914061775
     1       2     0.16992     0.49139     0.03980    3.136104508   -5.772003342   -8.908107850
     1       2     0.24646     0.56793    -0.03674    2.259850077   -6.626247875   -8.886097952
     1       2    -0.28932     0.03215     0.49904    2.730721076   -6.178564887   -8.909285963
     1       2    -0.21278     0.10869     0.42250    3.413353449   -5.472407196   -8.885760645
     1       2    -0.05970     0.10869     0.42250    4.112794204   -4.804510894   -8.917305098
     1       2     0.01684     0.18523     0.34596    4.699988332   -4.295888122   -8.995876454
     1       2     0.09338     0.26177     0.26942    4.344057164   -4.564461572   -8.908518736
     1       2     0.16992     0.33831     0.19288    3.735519846   -5.110947629   -8.846467474
     1       2     0.24646     0.41485     0.11634    3.256587692   -5.536980579   -8.793568271
     1       2     0.32300     0.49139     0.03980    2.678283360   -6.215403409   -8.893686769
     1       2    -0.21278    -0.04439     0.57559    2.209095936   -6.637282465   -8.846378401
     1       2    -0.13624     0.03215     0.49904    3.117663850   -5.798211940   -8.915875791
     1       2     0.01684     0.03215     0.49904    3.227181755   -5.716682780   -8.943864535
     1       2     0.09338     0.10869     0.42250    3.998533588   -4.915037190   -8.913570778
     1       2     0.16992     0.18523     0.34596    3.737422337   -5.132754096   -8.870176434
     1       2     0.24646     0.26177     0.26942    3.191758453   -5.415121976   -8.606880429
     1       2     0.32300     0.33831     0.19288    2.908356692   -5.757189005   -8.665545697
     1       2    -0.21278    -0.19747    -0.49598    2.826033363   -5.848174915   -8.674208278
     1       2    -0.13624    -0.12093    -0.57252    2.302441676   -6.455308785   -8.757750461
     1       2    -0.05970    -0.04439     0.57559    2.163065861   -6.661639565   -8.824705425
     1       2     0.09338    -0.04439     0.57559    2.171230932   -6.589024623   -8.760255556
     1       2     0.16992     0.03215     0.49904    3.055573830   -5.855163889   -8.910737719
     1       2     0.24646     0.10869     0.42250    3.246480741   -5.561286158   -8.807766899
