
 a1 =   6.141609905   0.000000000   0.000000000
 a2 =  -3.070804952   5.318790197   0.000000000
 a3 =   0.000000000   0.000000000   9.826575848

 b1 =   1.023051839   0.590659255  -0.000000000
 b2 =   0.000000000   1.181318509   0.000000000
 b3 =   0.000000000  -0.000000000   0.639407399

 volume = 320.994283565

 cutoff = 40.000000000

 grid = ( 13 13 19 ) -- minimal
        ( 13 13 20 ) -- factors 2, 3, 5, 7, 1*11, 1*13
        ( 15 15 20 ) -- factors 2, 3, 5

 gmax = ( 6 6 9 )

 ng = 1387

     n   g1    g2    g3     gx        gy        gz        ekin
  1318     4     2     1     4.092     4.725     0.639    39.483217590
  1319     5    -5    -3     5.115    -2.953    -1.918    38.567411910
  1320     5    -5    -2     5.115    -2.953    -1.279    36.523202798
  1321     5    -5    -1     5.115    -2.953    -0.639    35.296677331
  1322     5    -5     0     5.115    -2.953     0.000    34.887835509
  1323     5    -5     1     5.115    -2.953     0.639    35.296677331
  1324     5    -5     2     5.115    -2.953     1.279    36.523202798
  1325     5    -5     3     5.115    -2.953     1.918    38.567411910
  1326     5    -4    -5     5.115    -1.772    -3.197    39.526827383
  1327     5    -4    -4     5.115    -1.772    -2.558    35.847250982
  1328     5    -4    -3     5.115    -1.772    -1.918    32.985358226
  1329     5    -4    -2     5.115    -1.772    -1.279    30.941149115
  1330     5    -4    -1     5.115    -1.772    -0.639    29.714623648
  1331     5    -4     0     5.115    -1.772     0.000    29.305781825
  1332     5    -4     1     5.115    -1.772     0.639    29.714623648
  1333     5    -4     2     5.115    -1.772     1.279    30.941149115
  1334     5    -4     3     5.115    -1.772     1.918    32.985358226
  1335     5    -4     4     5.115    -1.772     2.558    35.847250982
  1336     5    -4     5     5.115    -1.772     3.197    39.526827383
  1337     5    -3    -5     5.115    -0.591    -3.197    36.735800541
  1338     5    -3    -4     5.115    -0.591    -2.558    33.056224140
  1339     5    -3    -3     5.115    -0.591    -1.918    30.194331384
  1340     5    -3    -2     5.115    -0.591    -1.279    28.150122272
  1341     5    -3    -1     5.115    -0.591    -0.639    26.923596805
  1342     5    -3     0     5.115    -0.591     0.000    26.514754983
  1343     5    -3     1     5.115    -0.591     0.639    26.923596805
  1344     5    -3     2     5.115    -0.591     1.279    28.150122272
  1345     5    -3     3     5.115    -0.591     1.918    30.194331384
  1346     5    -3     4     5.115    -0.591     2.558    33.056224140
  1347     5    -3     5     5.115    -0.591     3.197    36.735800541
  1348     5    -2    -5     5.115     0.591    -3.197    36.735800540
  1349     5    -2    -4     5.115     0.591    -2.558    33.056224139
  1350     5    -2    -3     5.115     0.591    -1.918    30.194331383
  1351     5    -2    -2     5.115     0.591    -1.279    28.150122271
  1352     5    -2    -1     5.115     0.591    -0.639    26.923596804
  1353     5    -2     0     5.115     0.591     0.000    26.514754982
  1354     5    -2     1     5.115     0.591     0.639    26.923596804
  1355     5    -2     2     5.115     0.591     1.279    28.150122271
  1356     5    -2     3     5.115     0.591     1.918    30.194331383
  1357     5    -2     4     5.115     0.591     2.558    33.056224139
  1358     5    -2     5     5.115     0.591     3.197    36.735800540
  1359     5    -1    -5     5.115     1.772    -3.197    39.526827380
  1360     5    -1    -4     5.115     1.772    -2.558    35.847250979
  1361     5    -1    -3     5.115     1.772    -1.918    32.985358223
  1362     5    -1    -2     5.115     1.772    -1.279    30.941149111
  1363     5    -1    -1     5.115     1.772    -0.639    29.714623644
  1364     5    -1     0     5.115     1.772     0.000    29.305781822
  1365     5    -1     1     5.115     1.772     0.639    29.714623644
  1366     5    -1     2     5.115     1.772     1.279    30.941149111
  1367     5    -1     3     5.115     1.772     1.918    32.985358223
  1368     5    -1     4     5.115     1.772     2.558    35.847250979
  1369     5    -1     5     5.115     1.772     3.197    39.526827380
  1370     5     0    -3     5.115     2.953    -1.918    38.567411904
  1371     5     0    -2     5.115     2.953    -1.279    36.523202792
  1372     5     0    -1     5.115     2.953    -0.639    35.296677326
  1373     5     0     0     5.115     2.953     0.000    34.887835503
  1374     5     0     1     5.115     2.953     0.639    35.296677326
  1375     5     0     2     5.115     2.953     1.279    36.523202792
  1376     5     0     3     5.115     2.953     1.918    38.567411904
  1377     6    -4    -1     6.138    -1.181    -0.639    39.483217588
  1378     6    -4     0     6.138    -1.181     0.000    39.074375765
  1379     6    -4     1     6.138    -1.181     0.639    39.483217588
  1380     6    -3    -2     6.138    -0.000    -1.279    39.314229633
  1381     6    -3    -1     6.138    -0.000    -0.639    38.087704166
  1382     6    -3     0     6.138    -0.000     0.000    37.678862344
  1383     6    -3     1     6.138    -0.000     0.639    38.087704166
  1384     6    -3     2     6.138    -0.000     1.279    39.314229633
  1385     6    -2    -1     6.138     1.181    -0.639    39.483217585
  1386     6    -2     0     6.138     1.181     0.000    39.074375763
  1387     6    -2     1     6.138     1.181     0.639    39.483217585

